lambda_per_hour,seed,scheduler,total_arrivals,accepted,rejected,accept_rate,sla_rate,avg_delay_ms,p95_delay_ms,avg_control_delay_ms,p95_control_delay_ms,total_cost_cny,cost_per_accepted_cny,fallback_timeout,fallback_service_unavailable,fallback_illegal_action,policy_reject
8,0,random_feasible,548,548,0,1.000000,1.000000,17.746986,31.121128,0.000105,0.000200,5156.865000,9.410338,0,0,0,0
8,1,random_feasible,547,547,0,1.000000,1.000000,19.773347,39.968564,0.000119,0.000200,4901.135000,8.960027,0,0,0,0
8,2,random_feasible,584,584,0,1.000000,1.000000,18.883172,31.121128,0.000113,0.000200,5348.395000,9.158211,0,0,0,0
8,3,random_feasible,547,547,0,1.000000,1.000000,18.158307,31.121128,0.000109,0.000200,4991.639167,9.125483,0,0,0,0
8,4,random_feasible,566,566,0,1.000000,1.000000,20.124907,39.968564,0.000110,0.000200,5126.191667,9.056876,0,0,0,0
8,0,a3c,532,1,531,0.001880,1.000000,11.136846,11.136846,1.484436,2.421000,14.534167,14.534167,0,1,0,531
8,1,a3c,544,0,544,0.000000,0.000000,0.000000,0.000000,1.206629,1.998400,0.000000,0.000000,0,0,0,544
8,2,a3c,586,1,585,0.001706,1.000000,20.942282,20.942282,1.166835,1.963400,10.878333,10.878333,0,1,0,585
8,3,a3c,566,0,566,0.000000,0.000000,0.000000,0.000000,1.418617,2.232500,0.000000,0.000000,0,0,0,566
8,4,a3c,560,23,537,0.041071,1.000000,18.375161,20.942282,1.495155,2.917500,187.606667,8.156812,0,23,0,537
12,0,best_fit,838,838,0,1.000000,1.000000,24.433958,39.968564,0.000147,0.000200,5750.358333,6.862003,0,0,0,0
12,1,best_fit,851,851,0,1.000000,1.000000,26.496455,39.968564,0.000173,0.000200,5989.057500,7.037670,0,0,0,0
12,2,best_fit,892,892,0,1.000000,1.000000,24.965891,39.968564,0.000185,0.000300,6037.831667,6.768870,0,0,0,0
12,3,best_fit,819,819,0,1.000000,1.000000,24.893337,39.968564,0.000197,0.000300,5717.990833,6.981674,0,0,0,0
12,4,best_fit,818,818,0,1.000000,1.000000,26.100516,39.968564,0.000172,0.000300,5698.909167,6.966882,0,0,0,0
12,0,local_regression_heuristic,838,838,0,1.000000,1.000000,14.770394,20.942282,0.000298,0.000400,8614.302500,10.279597,0,0,0,0
12,1,local_regression_heuristic,851,851,0,1.000000,1.000000,16.547745,20.942282,0.000218,0.000300,8783.630000,10.321539,0,0,0,0
12,2,local_regression_heuristic,892,892,0,1.000000,1.000000,15.065297,20.942282,0.000209,0.000300,9202.178333,10.316343,0,0,0,0
12,3,local_regression_heuristic,819,819,0,1.000000,1.000000,15.320702,20.942282,0.000221,0.000300,8515.862500,10.397879,0,0,0,0
12,4,local_regression_heuristic,818,818,0,1.000000,1.000000,16.406024,20.942282,0.000205,0.000300,8441.051667,10.319134,0,0,0,0
12,0,random_feasible,838,838,0,1.000000,1.000000,19.281137,39.968564,0.000128,0.000200,7157.408333,8.541060,0,0,0,0
12,1,random_feasible,851,851,0,1.000000,1.000000,21.689277,39.968564,0.000217,0.000200,7279.477500,8.554028,0,0,0,0
12,2,random_feasible,892,892,0,1.000000,1.000000,19.521178,31.494538,0.000123,0.000200,7766.862500,8.707245,0,0,0,0
12,3,random_feasible,819,819,0,1.000000,1.000000,19.567538,31.494538,0.000103,0.000200,7126.735000,8.701752,0,0,0,0
12,4,random_feasible,818,818,0,1.000000,1.000000,20.824492,39.968564,0.000136,0.000200,7207.609167,8.811258,0,0,0,0
12,0,a3c,826,130,696,0.157385,1.000000,21.238598,39.968564,2.041450,3.672100,1092.826667,8.406359,0,130,0,696
12,1,a3c,865,199,666,0.230058,1.000000,21.432707,39.968564,1.972071,3.598600,1779.142500,8.940415,0,199,0,666
12,2,a3c,880,262,618,0.297727,1.000000,21.522784,39.968564,2.378463,5.512200,2175.755833,8.304412,0,262,0,618
12,3,a3c,860,211,649,0.245349,1.000000,20.964647,39.968564,2.021628,4.168800,1695.325833,8.034720,0,211,0,649
12,4,a3c,817,254,563,0.310894,1.000000,22.574359,39.968564,2.020560,3.292800,2153.553333,8.478556,1,253,0,563
16,0,best_fit,1129,1129,0,1.000000,1.000000,25.650409,39.968564,0.000166,0.000200,7326.290000,6.489185,0,0,0,0
16,1,best_fit,1134,1133,1,0.999118,1.000000,27.477021,39.968564,0.000431,0.001400,7575.154167,6.685926,0,0,0,0
16,2,best_fit,1179,1178,1,0.999152,1.000000,26.140712,39.968564,0.000382,0.000400,7512.202500,6.377082,0,0,0,0
16,3,best_fit,1096,1096,0,1.000000,1.000000,26.076425,39.968564,0.000292,0.000400,7159.815833,6.532679,0,0,0,0
16,4,best_fit,1069,1069,0,1.000000,1.000000,27.156760,39.968564,0.000336,0.000400,7294.992500,6.824128,0,0,0,0
16,0,local_regression_heuristic,1129,1129,0,1.000000,1.000000,15.445847,21.315692,0.000241,0.000400,11426.975833,10.121325,0,0,0,0
16,1,local_regression_heuristic,1134,1134,0,1.000000,1.000000,17.003666,21.315692,0.000220,0.000300,11499.825000,10.140939,0,0,0,0
16,2,local_regression_heuristic,1179,1179,0,1.000000,1.000000,15.827613,21.315692,0.000598,0.000300,11582.036667,9.823610,0,0,0,0
16,3,local_regression_heuristic,1096,1096,0,1.000000,1.000000,15.594548,21.315692,0.000214,0.000300,11030.808333,10.064606,0,0,0,0
16,4,local_regression_heuristic,1069,1069,0,1.000000,1.000000,16.867066,21.315692,0.000272,0.000300,10894.472500,10.191275,0,0,0,0
16,0,random_feasible,1129,1129,0,1.000000,1.000000,20.647435,39.968564,0.000068,0.000100,9272.798333,8.213285,0,0,0,0
16,1,random_feasible,1134,1134,0,1.000000,1.000000,22.394412,39.968564,0.000078,0.000100,9278.415833,8.182025,0,0,0,0
16,2,random_feasible,1179,1179,0,1.000000,1.000000,20.670801,39.968564,0.000065,0.000100,9595.314167,8.138519,0,0,0,0
16,3,random_feasible,1096,1096,0,1.000000,1.000000,20.890171,39.968564,0.000081,0.000100,9016.979167,8.227171,0,0,0,0
16,4,random_feasible,1069,1069,0,1.000000,1.000000,21.727905,39.968564,0.000064,0.000100,9185.058333,8.592197,0,0,0,0
16,0,a3c,1165,404,761,0.346781,1.000000,22.402571,39.968564,1.780820,3.467700,3147.940000,7.791931,0,404,0,761
16,1,a3c,1143,299,844,0.261592,1.000000,23.154390,39.968564,1.551273,2.845700,2433.625833,8.139217,0,299,0,844
16,2,a3c,1163,228,935,0.196045,1.000000,21.507608,39.968564,1.616114,2.884700,1858.946667,8.153275,0,228,0,935
16,3,a3c,1127,285,842,0.252884,1.000000,21.474852,39.968564,1.597154,3.046200,2305.136667,8.088199,0,285,0,842
16,4,a3c,1092,228,864,0.208791,1.000000,22.915414,39.968564,1.551394,2.777900,1869.290000,8.198640,0,228,0,864
